,,theta_1,theta_2,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,
303,0.0,0.34732768,0.5411345,9.077085,-8.471095,-2.5021494e+07,-2.5705554e+07,997
304,0.0,-0.51829034,-0.38658485,9.062382,-0.43678766,-2.4997118e+07,,996
305,0.0,-1.7330458,0.9288027,27.032568,-2.6021347,-2.4764548e+07,,995
306,0.0,-0.102220334,-0.69089586,6.236369,-0.6421188,-2.4674878e+07,,994
307,0.0,-1.0083998,0.7458444,24.116817,-8.6493025,-2.4225336e+07,,993
308,0.0,-1.0016949,0.098323844,14.749489,-0.7020805,-2.4075324e+07,,992
309,0.0,-0.5721498,0.7099214,23.556091,-12.975871,-2.401597e+07,,991
310,0.0,-0.728381,0.10427619,14.827322,-2.7072601,-2.399244e+07,,990
311,0.0,-0.5275761,-0.021060053,13.226713,-2.8961375,-2.3940752e+07,,989
312,0.0,0.42095035,-0.04144375,12.97423,8.628641,-2.377062e+07,,988
313,0.0,-0.38347912,-0.04768051,12.89743,3.5345147,-2.3646684e+07,,987
314,0.0,-1.6411858,0.8885887,26.383503,3.1171026,-2.3349236e+07,,986
315,0.0,-0.43523368,0.019547299,13.73633,3.7942789,-2.2781262e+07,,985
316,0.0,-0.10894647,0.6030308,20.44687,14.388332,-2.272712e+07,-3.8416788e+07,984
317,0.0,-0.6276734,0.28011245,17.203499,-5.2894597,-2.268565e+07,,983
318,0.0,-0.50059247,-0.04612228,12.916599,2.7576938,-2.2565068e+07,,982
319,0.0,0.26853713,-0.15507708,11.608879,6.063769,-2.2484816e+07,,981
320,0.0,0.19624278,-0.6341183,6.7167797,-1.7766284,-2.2473068e+07,,980
321,0.0,-1.6514664,0.8928091,26.451412,-2.9879792,-2.2431128e+07,,979
322,0.0,0.34526402,-0.58864635,8.079604,2.8691554,-2.2421754e+07,-2.7165802e+08,978
323,0.0,-0.092707016,-0.31933165,9.768256,-2.6918402,-2.2348568e+07,,977
324,0.0,-0.8231639,-0.12248581,11.9930315,-0.31560656,-2.233488e+07,,976
325,0.0,-1.4798844,0.73928624,24.014149,2.9088504,-2.2282212e+07,,975
326,0.0,-0.014768117,-0.29555982,10.024524,3.2311478,-2.2250536e+07,,974
327,0.0,-0.1652002,0.17474724,15.762087,-7.3799562,-2.1994168e+07,,973
328,0.0,-0.99178094,0.15713075,15.526148,1.1938957,-2.1781692e+07,,972
329,0.0,-0.57594025,0.66738117,22.897434,11.519586,-2.1765664e+07,,971
330,0.0,0.0008639442,-0.25307867,10.491132,3.6190264,-2.1693944e+07,,970
331,0.0,-0.78834754,0.18527487,15.903787,2.9040227,-2.1545668e+07,,969
332,0.0,0.24809967,-0.26031932,10.410823,-4.7205176,-2.1510938e+07,,968
333,0.0,0.58582956,-0.042900737,10.2120495,-7.216549,-2.14601e+07,-6.279057e+07,967
334,0.0,0.48754516,0.31025708,17.625101,14.46902,-2.1353994e+07,,966
335,0.0,-0.75751,0.15771012,15.533885,-2.8463047,-2.1338144e+07,,965
336,0.0,-0.35692528,0.2974181,15.962073,6.8266726,-2.1150352e+07,-1.0384424e+08,964
337,0.0,-0.4960708,0.56934965,21.402758,10.407235,-2.101995e+07,,963
338,0.0,-0.28522038,0.11860857,15.015464,-5.6645417,-2.0934956e+07,,962
339,0.0,0.54761344,-0.109438755,12.148515,7.8705707,-2.0753456e+07,,961
340,0.0,0.20773314,-0.46826106,8.049632,2.6820786,-2.0673836e+07,-1.1908009e+09,960
341,0.0,-0.3492415,0.522142,20.695095,10.887026,-2.0600516e+07,,959
342,0.0,-0.57824224,0.16932511,15.689308,-4.161529,-2.0548744e+07,,958
343,0.0,-0.16786072,-0.37454906,11.222943,2.3043683,-2.042931e+07,-2.7165802e+08,957
344,0.0,-0.6521182,0.11956838,15.147575,3.1563783,-2.0242646e+07,-2.5705554e+07,956
345,0.0,-0.01292695,0.18827696,15.944291,8.322726,-2.0177402e+07,,955
346,0.0,-0.17871922,0.17445537,15.758165,6.9514003,-2.006833e+07,,954
347,0.0,0.3712232,-0.6138942,6.893158,-2.3113976,-1.9952532e+07,,953
348,0.0,-1.450396,0.8980204,26.535336,-5.2189374,-1.9782874e+07,,952
349,0.0,-0.31656408,-0.44116133,17.856882,-1.9126878,-1.9627448e+07,-2.5705554e+07,951
350,0.0,-0.78754824,-0.053635437,12.824298,-0.8935157,-1.927927e+07,,1000
351,0.0,-0.20188193,0.15228613,15.461527,6.369968,-1.9209924e+07,,999
352,0.0,-0.2226836,-0.2989556,9.987701,2.0770564,-1.9196204e+07,,998
353,0.0,-0.91892165,0.8210572,25.30369,9.848796,-1.907664e+07,,997
354,0.0,0.58943963,0.10153653,15.8054,-11.486383,-1.8906432e+07,-1.1908009e+09,996
355,0.0,-0.38999128,-0.43189266,8.6030445,-0.66733587,-1.8903732e+07,,995
356,0.0,-0.5233586,0.38735372,18.721115,-6.9409084,-1.8836806e+07,,994
357,0.0,-1.1538813,0.8830122,26.293848,-8.177579,-1.8648306e+07,,993
358,0.0,-0.58058846,0.18961255,14.946386,3.8896077,-1.8636772e+07,-1.0384424e+08,992
359,0.0,0.04128868,-0.6040277,6.980207,1.3071066,-1.8564796e+07,,991
360,0.0,0.00562168,-0.3204651,9.7561245,2.8500345,-1.8515714e+07,,990
361,0.0,0.2848138,-0.26679948,10.339221,4.4737115,-1.8444964e+07,,989
362,0.0,0.27023482,-0.25863132,10.429517,4.474645,-1.836514e+07,,988
363,0.0,-0.22166517,0.025432378,18.42089,6.252402,-1.8209608e+07,-1.0384424e+08,987
364,0.0,-0.89396614,0.34775552,9.19142,1.7586086,-1.8138e+07,-3.8416788e+07,986
365,0.0,-0.0018465929,0.04002366,13.996607,6.069375,-1.7833028e+07,,985
366,0.0,0.7402947,-0.2079725,10.998521,-7.001648,-1.7650772e+07,,984
367,0.0,0.16752306,-0.51620394,10.234611,2.7661653,-1.751419e+07,-3.8416788e+07,983
368,0.0,0.6269772,-0.32817823,9.673782,-5.180492,-1.737146e+07,,982
369,0.0,-0.07419277,0.16894622,15.684228,7.0702724,-1.734194e+07,,981
370,0.0,-0.46105692,0.2727045,17.100506,5.6879454,-1.7168596e+07,,980
371,0.0,-0.38960692,0.49868086,20.34646,-9.2235155,-1.7106384e+07,,979
372,0.0,0.43494713,-0.026375355,13.16066,-7.5726323,-1.7069098e+07,,978
373,0.0,-1.4871837,0.8986076,26.544798,-4.4424543,-1.695488e+07,,977
374,0.0,-0.08925753,0.14430769,8.355017,3.5841184,-1.6904932e+07,-2.5705554e+07,976
375,0.0,0.45029345,-0.058071364,12.769948,-7.219955,-1.6867704e+07,,975
376,0.0,-1.2642667,0.76900125,24.480408,4.984036,-1.665938e+07,,974
377,0.0,-0.9521805,0.33721837,18.005522,2.7943816,-1.6560239e+07,,973
378,0.0,-0.12300426,0.22780487,16.48154,7.2966394,-1.6427237e+07,,972
379,0.0,-0.42139658,0.2619405,16.951288,5.7111664,-1.6425981e+07,,971
380,0.0,0.7055822,-0.121112764,10.558163,6.6692986,-1.6258267e+07,-1.0384424e+08,970
381,0.0,-0.78120893,0.15433905,15.488897,-2.3087165,-1.6235295e+07,,969
382,0.0,-0.022498885,-0.7244222,5.962949,0.6059936,-1.6141182e+07,,968
383,0.0,-0.37789574,-0.3169202,10.350731,1.2516712,-1.5857202e+07,-1.1908009e+09,967
384,0.0,-1.0936828,0.66331863,22.834843,5.101051,-1.5739375e+07,,966
385,0.0,-0.044142,-0.55942214,12.885272,-2.009975,-1.565902e+07,-3.8416788e+07,965
386,0.0,-0.19434398,0.14297032,15.337584,5.68823,-1.562503e+07,,964
387,0.0,-0.052245803,-0.3134498,9.831338,-2.4416294,-1.5606695e+07,,963
388,0.0,-0.45011106,0.035835166,13.943188,-3.177284,-1.5432468e+07,,962
389,0.0,-0.152435,0.16818637,15.674042,-6.1779895,-1.5397928e+07,,961
390,0.0,-0.044078708,0.65560144,22.716095,-14.175117,-1.5365772e+07,,960
391,0.0,0.34599453,-0.35935175,9.665159,3.6974864,-1.5342875e+07,-2.7165802e+08,959
392,0.0,0.14070445,-0.43186837,8.603287,-2.3666885,-1.5335901e+07,,958
393,0.0,0.51612014,-0.38548788,12.229137,-5.338594,-1.5222828e+07,-6.279057e+07,957
394,0.0,0.70862794,0.007166278,13.580022,-8.944486,-1.5081695e+07,,956
395,0.0,0.06641292,0.14305033,15.338648,7.1102896,-1.5027556e+07,,955
396,0.0,-0.054375783,0.42176777,19.21831,-10.052982,-1.4986234e+07,,954
397,0.0,0.23861587,-0.37144554,9.218791,-3.062021,-1.4961788e+07,,953
398,0.0,0.42419764,0.018692238,13.72551,7.545515,-1.4851471e+07,,952
399,0.0,0.028103238,0.1548951,15.912199,-7.171091,-1.4846031e+07,-6.279057e+07,951
400,0.0,-0.06041519,0.2235513,16.42338,7.2512937,-1.4742957e+07,,1000
401,0.0,-1.3321198,0.7503215,24.186983,-3.8106453,-1.4525284e+07,,999
402,0.0,-0.16414827,0.6787196,23.072407,-13.148044,-1.4507982e+07,,998
403,0.0,0.086199015,-0.28350973,10.15576,3.0569701,-1.4340394e+07,,997
404,0.0,0.4442789,-0.17385878,11.390285,-5.416515,-1.4322452e+07,,996
405,0.0,-0.12799866,-0.5002541,7.9351473,-1.1018223,-1.4105036e+07,,995
406,0.0,0.47893372,-0.39654616,13.405293,5.3925376,-1.4101036e+07,-1.4846031e+07,994
407,0.0,-0.18689154,-0.2429483,10.604021,-2.2488854,-1.4080395e+07,,993
408,0.0,0.8994928,0.08202472,6.7519217,-4.9593625,-1.4068037e+07,-1.0384424e+08,992
409,0.0,-0.38089162,-0.052241236,5.6966343,1.1978556,-1.4018174e+07,-1.9627448e+07,991
410,0.0,-0.8014709,0.805161,14.959143,-5.5483575,-1.3995427e+07,-1.4846031e+07,990
411,0.0,-1.0413446,0.3516373,24.333735,-2.795439,-1.3954597e+07,-3.8416788e+07,989
412,0.0,-0.4078179,0.15874584,15.547718,4.283244,-1.3748833e+07,,988
413,0.0,-0.030533534,0.32027653,17.76611,-8.368333,-1.3653803e+07,,987
414,0.0,0.08334467,-0.19280063,11.171908,3.628369,-1.35757e+07,,986
415,0.0,-0.54298174,0.5955406,21.9316,8.395818,-1.3548249e+07,-3.8416788e+07,985
416,0.0,-0.085765176,-0.09087026,12.371453,3.6891444,-1.3389275e+07,,984
417,0.0,-0.11843328,-0.45313215,8.392271,1.304964,-1.3347796e+07,,983
418,0.0,-0.5086223,0.031709187,13.890656,2.6260266,-1.3308598e+07,,982
419,0.0,-0.12089304,-0.3790941,9.139588,1.6497589,-1.3235638e+07,,981
420,0.0,-1.3401083,0.6993643,23.392084,2.9985018,-1.3018601e+07,,980
421,0.0,-0.15379904,0.53943026,10.52675,-5.1664495,-1.285157e+07,-2.5705554e+07,979
422,0.0,0.05979693,-0.16918407,10.884953,-3.4332404,-1.2803597e+07,-3.8416788e+07,978
423,0.0,0.17528887,0.18204385,15.860239,7.5848446,-1.2704409e+07,,977
424,0.0,-0.34178227,0.44363937,14.127044,5.4793954,-1.268561e+07,-1.0384424e+08,976
425,0.0,0.3834912,-0.08416465,12.452439,-5.6394677,-1.2422972e+07,,975
426,0.0,0.44507918,-0.5230958,7.7188134,2.4710627,-1.2292516e+07,,974
427,0.0,-0.28453106,0.033089504,12.311288,3.181261,-1.2165552e+07,-1.0384424e+08,973
428,0.0,0.25065044,0.6624239,12.620698,-8.307661,-1.2134809e+07,-2.5705554e+07,972
429,0.0,-1.129649,0.8117295,25.155579,5.8975387,-1.210529e+07,,971
430,0.0,-0.41424206,0.85982597,6.9255605,3.411417,-1.1903587e+07,-1.4846031e+07,970
431,0.0,-0.94403595,0.7352519,23.951056,-6.411263,-1.1725634e+07,,969
432,0.0,-0.9955664,0.76803863,7.575476,-1.9774396,-1.1698357e+07,-1.4846031e+07,968
433,0.0,-0.47541028,0.26402473,16.980143,4.521693,-1.1655946e+07,,967
434,0.0,0.024839638,0.83516407,16.134727,10.108575,-1.1632704e+07,-1.9627448e+07,966
435,0.0,-0.5945425,0.37543198,18.550005,4.881404,-1.1614163e+07,,965
436,0.0,-0.58363473,-0.2771263,10.222954,-0.48646158,-1.159548e+07,-1.9627448e+07,964
437,0.0,-0.39037916,0.14178613,15.321859,3.8740578,-1.1566266e+07,,963
438,0.0,-0.31941274,0.121109314,15.048394,-4.040824,-1.1461682e+07,,962
439,0.0,0.1872107,-0.028686056,13.13199,-5.0925293,-1.1455625e+07,,961
440,0.0,-0.19348198,0.44565925,19.566275,-8.167988,-1.1381566e+07,,960
441,0.0,0.61737967,0.4899046,12.984389,-9.099694,-1.1333862e+07,-6.279057e+07,959
442,0.0,0.09620574,-0.3081035,11.595958,-3.0352533,-1.1247327e+07,-2.7165802e+08,958
443,0.0,-0.06230271,-0.09770036,18.422817,-5.1362305,-1.124647e+07,-1.0384424e+08,957
444,0.0,-0.6600919,-0.22516614,23.068766,-0.8903948,-1.1174528e+07,-1.9627448e+07,956
445,0.0,0.59018874,0.107809454,14.87361,8.341029,-1.1166478e+07,,955
446,0.0,-0.2297872,0.25907755,17.44837,5.9329114,-1.1164558e+07,-6.279057e+07,954
447,0.0,0.13598014,0.24221419,13.466547,6.1164794,-1.1117651e+07,-1.0384424e+08,953
448,0.0,-0.7208618,0.44181326,19.510109,4.6363974,-1.1113272e+07,,952
449,0.0,0.21760483,-0.20498085,12.315072,4.1088915,-1.1087592e+07,-1.0384424e+08,951
450,0.0,0.014178945,-0.8390331,5.0858836,-0.2982143,-1.1074434e+07,,1000
451,0.0,-0.5061358,-0.32561207,9.701137,-0.5412136,-1.0965773e+07,,999
452,0.0,-0.8269091,0.2714332,17.082859,2.4888883,-1.0954191e+07,,998
453,0.0,-0.95705694,0.51929694,20.65271,-3.7904906,-1.0896564e+07,,997
454,0.0,-0.8311213,0.9354408,27.140125,9.741189,-1.083267e+07,,996
455,0.0,0.26453778,0.3083992,17.599003,-8.952438,-1.0710563e+07,,995
456,0.0,-1.416039,0.9496272,22.038296,-3.7829974,-1.061137e+07,-3.8416788e+07,994
457,0.0,-0.37190562,0.01088098,13.626834,2.806212,-1.0594977e+07,,993
458,0.0,-0.64165354,0.3430221,18.087822,-4.067522,-1.0509102e+07,,992
459,0.0,-0.5961772,0.55951154,26.69256,-8.190305,-1.0389303e+07,-1.4846031e+07,991
460,0.0,-0.29049048,-0.044266544,12.939444,-2.7455125,-1.0376354e+07,,990
461,0.0,-0.15056634,0.166148,19.30216,6.2034507,-1.0241802e+07,-2.7165802e+08,989
462,0.0,0.7977902,-0.006626451,15.344091,8.69139,-1.0236835e+07,-3.8416788e+07,988
463,0.0,-0.50906146,0.02498103,7.933071,1.2919308,-1.0150897e+07,-1.4846031e+07,987
464,0.0,-0.98665726,0.9494108,27.366879,8.289169,-1.0150442e+07,,986
465,0.0,-0.7681675,0.42169625,19.217272,3.956673,-1.0148486e+07,,985
466,0.0,0.028976966,-0.28243482,6.541958,-1.5392519,-1.0125912e+07,-1.9627448e+07,984
467,0.0,-1.2065496,0.66306776,22.830978,3.2727876,-1.0086872e+07,,983
468,0.0,0.43221298,-0.03622572,25.262527,-11.057542,-1.0057435e+07,-2.5705554e+07,982
469,0.0,0.44072077,-0.09507447,12.3208065,-5.1984425,-1.0054406e+07,,981
470,0.0,0.30761114,0.01653906,14.770914,6.1266055,-1.0037244e+07,-1.0384424e+08,980
471,0.0,-0.8155574,0.28931823,17.33183,2.5631306,-9.941282e+06,,979
472,0.0,0.06763662,-0.055878107,12.796808,-4.037209,-9.935885e+06,,978
473,0.0,0.07901496,0.6412624,22.495985,12.022939,-9.892722e+06,,977
474,0.0,-0.8025554,0.4952645,20.295866,4.3666177,-9.868998e+06,,976
475,0.0,-0.44628686,0.66033727,22.788942,8.58562,-9.867668e+06,,975
476,0.0,0.3082507,0.038834054,13.981426,-5.8290033,-9.799593e+06,,974
477,0.0,0.30587885,0.51670814,20.614164,-11.598339,-9.765581e+06,,973
478,0.0,-0.020625288,0.5987581,23.560263,11.467448,-9.748137e+06,-3.8416788e+07,972
479,0.0,-0.085173465,-0.41931015,8.729285,-1.337266,-9.704178e+06,,971
480,0.0,0.44554913,-0.036091372,18.466345,8.014884,-9.70103e+06,-2.5705554e+07,970
481,0.0,-0.87786466,0.5796681,21.558512,-4.6558123,-9.692351e+06,,969
482,0.0,-0.32286137,-0.47240236,8.203577,-0.52260303,-9.680213e+06,,968
483,0.0,-0.052659925,-0.18762107,11.231414,-2.6149926,-9.580109e+06,,967
484,0.0,-0.561901,0.49993327,20.36502,5.841678,-9.573583e+06,,966
485,0.0,-0.55928344,0.4334459,19.388111,5.171915,-9.529591e+06,,965
486,0.0,0.21165471,0.11248277,14.934926,-6.025105,-9.498221e+06,,964
487,0.0,-0.40435326,0.4654259,19.855864,6.3870792,-9.409964e+06,,963
488,0.0,0.1271294,0.71521866,23.63852,13.102854,-9.279916e+06,,962
489,0.0,-1.351137,0.6885076,34.28597,-3.4846487,-9.27911e+06,-1.9627448e+07,961
490,0.0,-0.16162668,0.041551225,22.789957,-6.0315585,-9.243692e+06,-1.1087592e+07,960
491,0.0,0.053175952,-0.42147595,8.707481,-1.6567662,-9.231248e+06,,959
492,0.0,-0.9292612,0.56410134,21.323683,-4.0546203,-9.179686e+06,,958
493,0.0,-0.13072112,0.4127625,19.087742,7.290003,-9.087981e+06,,957
494,0.0,1.0706602,0.14420424,15.353976,10.098408,-9.032267e+06,,956
495,0.0,-1.7438672,0.9700119,25.58322,1.7141927,-9.000584e+06,-1.1087592e+07,955
496,0.0,0.56901884,0.111570805,6.78652,-3.378725,-8.983866e+06,-1.4846031e+07,954
497,0.0,-1.0439385,0.5167536,23.839098,3.3277411,-8.908582e+06,-1.9627448e+07,953
498,0.0,-0.20497212,0.84891385,17.76021,-8.583538,-8.862428e+06,-1.4846031e+07,952
499,0.0,-0.2720584,0.32053918,17.769812,-5.4593987,-8.787021e+06,,951
500,0.0,0.32646778,-0.29618734,10.0177145,3.0268764,-8.782432e+06,,1000
501,0.0,-0.3869452,0.16133451,15.582314,3.5082214,-8.636872e+06,,999
502,0.0,-0.04454561,0.2618709,16.950325,5.9871674,-8.617365e+06,,998
503,0.0,0.016664675,-0.16106896,8.484485,-2.1063619,-8.594104e+06,-1.4846031e+07,997
504,0.0,0.35361394,0.45036274,17.81299,-9.264062,-8.516026e+06,-1.1087592e+07,996
505,0.0,0.19887526,-0.18404463,14.077419,4.085978,-8.35596e+06,-2.7165802e+08,995
506,0.0,-0.4782768,0.8151706,25.210188,9.580245,-8.284202e+06,,994
507,0.0,0.6432933,0.0023733515,12.069255,-5.620826,-8.196935e+06,-1.1908009e+09,993
508,0.0,0.60754406,0.17818281,13.302251,6.7183423,-8.191547e+06,-1.9627448e+07,992
509,0.0,-0.14043653,-0.16700485,14.403166,-2.8192708,-8.145098e+06,-1.0384424e+08,991
510,0.0,-0.043294027,-0.50067854,14.172887,1.8256207,-8.0891095e+06,-2.5705554e+07,990
511,0.0,0.53986305,0.2683437,1.3200184,0.6695168,-8.0543945e+06,-1.1087592e+07,989
512,0.0,-1.0400349,0.23791529,16.62012,0.92138785,-7.942067e+06,,988
513,0.0,-0.7776186,0.2961831,17.427765,2.5151248,-7.906669e+06,,987
514,0.0,0.03813222,0.031648796,13.889887,-4.107483,-7.8129835e+06,,986
515,0.0,0.01979406,0.0013769716,14.658419,4.137377,-7.809426e+06,-2.5705554e+07,985
516,0.0,0.59063554,0.20615923,16.18644,-8.002895,-7.7547115e+06,,984
517,0.0,-0.18492419,0.12723441,6.336021,1.6416509,-7.7288445e+06,-1.9627448e+07,983
518,0.0,0.055293467,0.71742517,23.672882,-11.416043,-7.587096e+06,,982
519,0.0,-0.030182226,-0.06809278,13.201374,3.241624,-7.5746325e+06,-3.8416788e+07,981
520,0.0,1.0154753,0.28632793,18.301397,-11.452325,-7.572957e+06,-1.1908009e+09,980
521,0.0,0.26305023,0.46251416,19.81311,-9.2890835,-7.564202e+06,,979
522,0.0,0.106806256,-0.62445635,6.800699,0.8902345,-7.4645925e+06,,978
523,0.0,-0.1439891,0.44742274,9.624322,-3.3828359,-7.4477185e+06,-8.787021e+06,977
524,0.0,0.39457032,-0.004947704,11.585026,-4.3296795,-7.400398e+06,-2.7165802e+08,976
525,0.0,0.46546152,0.5263544,20.757912,-11.104045,-7.392672e+06,,975
526,0.0,-0.9024236,0.53118813,20.83007,-3.5191905,-7.3867975e+06,,974
527,0.0,-0.63034713,0.28844002,17.31957,3.0501611,-7.318097e+06,,973
528,0.0,0.25155833,-0.2092478,10.984009,-3.0641408,-7.3174935e+06,,972
529,0.0,-0.01136195,-0.4051482,8.872591,1.3859514,-7.288773e+06,,971
530,0.0,-0.07851094,-0.10835632,12.161456,-2.6349976,-7.2480895e+06,,970
531,0.0,-0.7089566,0.8297257,25.441568,7.568958,-7.224404e+06,,969
532,0.0,-0.60341865,0.6574844,11.094397,3.08034,-7.1088075e+06,-8.787021e+06,968
533,0.0,-0.76908165,-0.028861856,15.643632,0.8394712,-7.1058945e+06,-2.7165802e+08,967
534,0.0,-0.0043685907,0.15003076,15.431481,-4.6530266,-7.0870965e+06,,966
535,0.0,0.12932965,-0.6944879,6.20671,-0.7086522,-6.9746125e+06,,965
536,0.0,0.55247486,-0.30654573,9.905657,-3.2207174,-6.959636e+06,,964
537,0.0,-0.0701249,0.17112324,15.713427,4.5008297,-6.924384e+06,,963
538,0.0,-0.80413693,0.119204186,16.708858,1.3741567,-6.9206565e+06,-3.8416788e+07,962
539,0.0,-1.0143788,0.52413166,20.724758,-2.7413442,-6.884677e+06,,961
540,0.0,0.54910946,-0.24624021,9.694489,-3.2666583,-6.8380695e+06,-1.9627448e+07,960
541,0.0,-1.2210584,0.79966223,29.38793,4.371635,-6.7726825e+06,-6.279057e+07,959
542,0.0,0.69165003,0.1345642,15.226109,-7.0948234,-6.6672855e+06,,958
543,0.0,0.5054626,-0.38319,9.097328,2.6056721,-6.652199e+06,,957
544,0.0,0.95318836,0.42904013,5.036633,-3.0550206,-6.643848e+06,-1.4846031e+07,956
545,0.0,-1.0340607,0.5182905,20.637722,2.5469594,-6.640185e+06,,955
546,0.0,0.099132776,-0.15672795,11.589583,2.7710073,-6.574148e+06,,954
547,0.0,0.16042429,0.07220468,14.410047,4.492204,-6.5439665e+06,,953
548,0.0,-0.2419362,0.73656356,23.97156,-9.047338,-6.53757e+06,,952
549,0.0,-0.56279767,-0.0040533394,13.439075,1.4688467,-6.478125e+06,,951
550,0.0,-0.22069907,0.5566476,21.696102,7.2848487,-6.472734e+06,-2.7165802e+08,1000
551,0.0,0.16694118,0.08550171,14.582422,-4.593107,-6.4713715e+06,,999
552,0.0,-0.08441474,0.6488939,22.613045,8.877585,-6.454899e+06,,998
553,0.0,0.38340464,0.10298198,14.810382,-5.526697,-6.451923e+06,,997
554,0.0,0.41429883,-0.048457425,12.887878,-4.4142346,-6.433425e+06,,996
555,0.0,-0.4927479,0.60364956,21.921942,6.0860915,-6.3991465e+06,,995
556,0.0,0.5091973,-0.07985294,12.504643,4.4695835,-6.3977495e+06,,994
557,0.0,0.943409,0.6382741,20.748625,13.328224,-6.3481285e+06,-3.8416788e+07,993
558,0.0,-0.48041463,0.52648854,20.75991,-5.401644,-6.337022e+06,,992
559,0.0,0.1064288,-0.5185552,7.761543,-1.1380868,-6.3237035e+06,,991
560,0.0,-0.79071003,0.55494237,21.18593,4.0209336,-6.314182e+06,,990
561,0.0,0.37499374,-0.37380517,9.194318,2.2882192,-6.307685e+06,,989
562,0.0,0.49298528,0.015476536,13.684849,-5.1054206,-6.26029e+06,,988
563,0.0,-0.38392428,0.9267895,26.99997,10.281686,-6.2487485e+06,,987
564,0.0,-0.6403713,0.62090206,22.184649,-5.3700027,-6.243659e+06,,986
565,0.0,0.1534291,0.03977578,17.490707,-5.1519275,-6.233867e+06,-6.279057e+07,985
566,0.0,0.18761516,0.7516225,24.207384,11.568717,-6.227738e+06,,984
567,0.0,0.23508732,-0.34578046,9.487261,2.083141,-6.2199335e+06,,983
568,0.0,0.48711482,0.18113767,15.848036,6.514212,-6.2170645e+06,,982
569,0.0,-0.48148403,0.13385504,15.216721,-2.44808,-6.2097545e+06,,981
570,0.0,0.21095146,0.05756716,10.28255,-3.2067695,-6.183969e+06,-1.4846031e+07,980
571,0.0,-1.3412093,0.9570369,27.490875,-4.14494,-6.148388e+06,,979
572,0.0,0.43334118,-0.114530995,12.087715,-3.9023201,-6.1287925e+06,,978
573,0.0,-0.13126329,0.41334724,13.210551,4.1375422,-6.1120785e+06,-1.1087592e+07,977
574,0.0,0.14626321,-0.74979013,26.982267,-2.625929,-6.08602e+06,-3.8416788e+07,976
575,0.0,0.7515708,0.09035103,3.9926562,1.7865287,-6.0421435e+06,-1.9627448e+07,975
576,0.0,-0.07188786,0.26321268,16.709604,-4.8311067,-6.0291165e+06,-2.7165802e+08,974
577,0.0,0.9054799,0.29616094,17.427456,-9.286449,-6.002783e+06,,973
578,0.0,0.2891173,0.0010145461,13.502659,4.208902,-5.972145e+06,,972
579,0.0,0.67014426,0.15323693,15.474201,6.7958136,-5.941508e+06,,971
580,0.0,-0.5364757,0.47978744,14.375623,-3.2598379,-5.916699e+06,-1.4846031e+07,970
581,0.0,-0.10474235,0.2735817,17.112688,4.8047633,-5.9067645e+06,,969
582,0.0,-0.43149087,0.46985933,19.921022,-4.950217,-5.864872e+06,,968
583,0.0,-0.2161547,0.14849582,15.037071,3.352679,-5.847974e+06,-3.8416788e+07,967
584,0.0,-0.5320348,0.50241256,14.379593,-3.330199,-5.8328305e+06,-6.279057e+07,966
585,0.0,0.32954824,-0.17693298,11.354699,3.1152697,-5.791445e+06,,965
586,0.0,0.8112569,0.24803805,16.759336,-8.195771,-5.778032e+06,,964
587,0.0,0.5300182,-0.41224372,8.80063,2.3241744,-5.7007305e+06,,963
588,0.0,0.54907936,-0.25779727,11.637014,3.542535,-5.6819425e+06,-2.7165802e+08,962
589,0.0,-0.5979732,0.46208188,20.83988,-4.241462,-5.6791075e+06,-2.5705554e+07,961
590,0.0,0.42080086,-0.5747365,7.2424765,1.4465227,-5.678918e+06,,960
591,0.0,-0.5206452,0.002799632,15.189777,-1.7230229,-5.6370025e+06,-1.9627448e+07,959
592,0.0,-0.7592914,0.47796953,20.928185,3.518545,-5.600298e+06,-2.7165802e+08,958
593,0.0,-0.4755625,-0.24890879,10.537524,0.6817746,-5.5665155e+06,,957
594,0.0,0.37833753,0.25354013,16.8352,6.396008,-5.551673e+06,,956
595,0.0,0.1656719,0.1894923,9.78233,3.086132,-5.5478385e+06,-8.787021e+06,955
596,0.0,0.10456612,0.10478665,14.834005,4.133436,-5.432249e+06,,954
597,0.0,-0.8185869,0.5454607,37.517254,6.281024,-5.4312735e+06,-1.4846031e+07,953
598,0.0,-0.5597514,0.5707428,18.724949,4.3575587,-5.4278865e+06,-1.4846031e+07,952
599,0.0,0.48706988,0.84105605,8.019071,-4.2935743,-5.424333e+06,-1.4846031e+07,951
600,0.0,-0.34591207,0.5954133,21.796898,6.2534933,-5.402935e+06,,1000
601,0.0,0.25375488,0.31772885,17.730213,6.391629,-5.3906325e+06,,999
602,0.0,0.830815,0.407778,14.121516,7.238093,-5.373343e+06,-2.5705554e+07,998
603,0.0,0.12825069,-0.31216034,15.563554,-2.9112065,-5.359351e+06,-2.5705554e+07,997
604,0.0,-0.09057561,0.46231163,19.810137,6.210726,-5.3518915e+06,,996
605,0.0,-0.40672746,0.71853596,23.690186,7.0968256,-5.346554e+06,,995
606,0.0,0.17631944,0.056848843,14.212101,-4.005855,-5.34535e+06,,994
