,,theta_1,theta_2,theta_3,theta_4,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
254,0.0,-0.13423842,0.46411297,-0.18792643,0.45616946,19.83658,-7.0480733,-1847.3735,,496
255,0.0,-0.5914175,0.49062097,0.060897313,0.04643712,20.227169,-2.0533965,-1846.5771,,495
256,0.0,-0.610789,0.24627258,-0.48021084,0.61869574,20.04158,4.0012207,-1845.8042,-2345.3108,494
257,0.0,-0.5648921,0.44859102,-0.41476655,0.5225006,19.60913,6.5095134,-1845.6964,,493
258,0.0,-0.5755456,0.09477806,0.22991405,-0.041040007,14.703206,-7.430502,-1845.6416,,492
259,0.0,0.5865028,0.49865752,0.19687036,0.15122725,20.346117,-0.3080026,-1844.1929,,491
260,0.0,-0.047817823,0.31056687,-0.32849577,0.17922856,17.629456,11.372548,-1842.3806,,490
261,0.0,-0.43718955,0.18999057,0.21640852,-0.035392687,18.52854,-6.3244276,-1842.2736,-2345.3108,489
262,0.0,0.04922375,0.31522158,-0.2967553,-0.4940705,17.694914,6.3049326,-1841.7615,,488
263,0.0,0.29825696,0.12887432,0.30570042,-0.11586407,20.200977,2.1099615,-1840.9419,-2345.3108,487
264,0.0,-0.036142886,0.21674147,0.8252165,0.0048166476,20.002264,-4.4048553,-1840.5852,-2345.3108,486
265,0.0,0.99609095,0.45068964,0.09745702,-0.10237202,19.639828,12.173373,-1840.3192,,485
266,0.0,-0.11304225,0.48537573,0.04090857,0.19379087,20.14967,2.8135848,-1840.2179,,484
267,0.0,-1.1833389,0.46917036,0.2995689,-0.14545572,19.910892,-0.39714494,-1839.8689,,483
268,0.0,-0.27763385,0.4855778,0.26734307,-0.24864623,20.152655,1.4540985,-1839.6263,,482
269,0.0,0.15776101,0.4316448,0.7195739,0.030804632,19.675425,-8.843831,-1839.3933,-2345.3108,481
270,0.0,-0.36586586,0.34754774,-0.021380754,-0.39464644,18.152096,-3.6965468,-1839.1628,,480
271,0.0,0.8413005,0.4706426,-0.31039804,-0.31005093,19.93254,5.317882,-1838.2578,,479
272,0.0,0.86158425,0.71522397,-0.07288016,-0.17826761,19.923523,5.063608,-1836.0146,-1882.4314,478
273,0.0,-0.21085647,0.44955283,0.34905747,-0.03841675,19.623196,6.69265,-1835.3569,,477
274,0.0,0.5341972,0.39477745,-0.3811581,0.17661783,19.950079,0.3848736,-1834.8846,-1925.3232,476
275,0.0,-0.33068398,0.74766845,-0.045532897,0.2990781,18.661715,12.049071,-1833.2894,-1849.7368,475
276,0.0,-0.6567609,0.25973994,-0.5209892,0.7710708,16.920847,-7.1315475,-1833.2811,,474
277,0.0,-0.09510532,0.22076657,-0.15885794,0.22404276,19.510977,-2.7844343,-1830.6113,-1991.5657,473
278,0.0,1.1239946,0.44658744,-0.25291854,-0.26292354,19.579838,6.007874,-1829.6824,,472
279,0.0,-0.24638438,0.45687783,0.20812443,0.41405725,19.730442,1.3521186,-1829.6392,,471
280,0.0,-0.16373865,0.17095833,-0.16178456,0.6053519,19.63294,-1.8047369,-1829.5906,-1991.5657,470
281,0.0,0.2452717,-0.25931033,-0.56884044,-0.2601322,14.202756,2.8624666,-1828.7219,-1991.5657,469
282,0.0,0.21347877,-0.078094915,-0.14484783,-0.7096921,12.52596,4.4089313,-1828.2654,,468
283,0.0,0.039595716,0.44758272,0.018287573,0.5403526,19.594387,4.1984854,-1827.8835,,467
284,0.0,0.886571,0.4486478,-0.1799809,0.2060112,19.609962,-1.4950229,-1827.4476,,466
285,0.0,-0.2930888,0.44575167,0.2955016,0.20730859,19.567625,-1.4370266,-1827.0773,,465
286,0.0,0.95217294,-0.073675856,-0.66750234,-0.09658859,18.342787,-6.161744,-1824.1666,-1991.5657,464
287,0.0,-0.18745674,0.23004803,0.36361808,-0.3152115,19.456371,-0.02851178,-1823.6073,-1991.5657,463
288,0.0,0.8515056,-0.16007514,-0.7259779,-0.1537351,19.439062,1.4845405,-1822.8579,-1882.4314,462
289,0.0,-0.21245483,-0.2789289,0.7263678,0.076098844,19.124659,5.39944,-1822.3,-1849.7368,461
290,0.0,0.019835245,0.54044867,0.2197151,0.41291955,19.352098,4.257696,-1821.9397,-1882.4314,460
291,0.0,0.33616275,0.42300853,0.77122366,0.2339008,19.236324,6.663096,-1820.4811,,459
292,0.0,-0.07084594,0.4206918,0.5006176,-0.3709058,19.202692,4.1865325,-1819.9059,,458
293,0.0,0.5538917,0.2500378,-0.6591161,-0.0986627,16.786894,10.256581,-1819.3854,,457
294,0.0,-0.51098585,0.4150706,0.38604924,0.24437825,19.121178,-2.5811617,-1819.2466,,456
295,0.0,-0.4181838,0.33889425,-0.052177276,-0.32895628,18.029274,-2.5788407,-1818.8053,,455
296,0.0,-0.012771854,0.4124794,0.6265027,-0.024686804,19.083645,6.4056783,-1818.7946,,454
297,0.0,0.7013874,0.4195945,0.6548085,0.28596503,19.186771,6.4735856,-1818.587,,453
298,0.0,-1.1108717,0.4226213,-0.30739427,0.13801785,19.230701,0.82231396,-1818.5581,,452
299,0.0,1.2581884,0.4225367,-0.28484195,-0.13659756,19.229473,2.4260452,-1817.8109,,451
300,0.0,-0.2896994,0.14300361,0.27623168,0.34344095,18.816912,-4.741869,-1817.5916,-1991.5657,500
301,0.0,-0.57373255,0.5249397,-0.32758632,0.0052367053,19.214836,1.2496731,-1817.2972,-1991.5657,499
302,0.0,-0.61330396,-0.014773638,-0.31298977,0.6527722,18.402504,-2.8018703,-1816.9666,-1925.3232,498
303,0.0,0.51610583,0.37511685,-0.16605754,0.06817123,18.545488,-7.603821,-1816.3364,,497
304,0.0,-1.2037649,0.22670102,0.26381588,0.15433602,16.46644,-2.3345475,-1815.3444,,496
305,0.0,-0.5240516,0.40719017,-0.052798174,-0.38897264,19.007114,0.032950886,-1815.1799,,495
306,0.0,-0.0011285435,0.3703155,-0.46590227,-0.07565148,18.47675,4.996908,-1814.781,,494
307,0.0,0.22200088,0.36759013,-0.10350603,-0.45507136,18.641554,5.30656,-1814.7297,-1882.4314,493
308,0.0,0.12779061,0.4607323,0.688278,-0.091290176,18.825665,-5.6257906,-1813.8882,-1817.8109,492
309,0.0,0.53553885,0.45005563,-0.21999107,-0.018973894,19.037767,-0.2741435,-1813.2012,-1991.5657,491
310,0.0,0.7495295,0.40614244,0.59746844,0.7679751,18.99197,6.1886578,-1813.2003,,490
311,0.0,0.36964452,0.16987483,0.2448096,-0.5382707,18.139816,8.005911,-1812.872,-1882.4314,489
312,0.0,-0.9440524,0.60203093,-0.37402856,0.43608916,18.517103,4.083103,-1812.508,-2345.3108,488
313,0.0,0.7857517,0.11680353,-0.06903578,-0.28696612,14.991713,16.864605,-1810.8691,,487
314,0.0,-0.0078103133,0.39930904,0.17377861,-0.20320599,18.77331,4.4759955,-1810.6406,-1817.8109,486
315,0.0,-0.27729413,0.07813853,-0.7016793,0.37899402,14.48686,-4.0621867,-1809.348,,485
316,0.0,0.2616232,0.35767063,-0.1122168,-0.08999475,18.296171,7.0620027,-1807.0604,,484
317,0.0,-0.01217314,0.38694352,-0.41863352,0.2398803,18.288038,6.1043773,-1806.8146,-1882.4314,483
318,0.0,-1.0522068,0.12222253,0.08433003,0.24386603,15.063065,-2.9619458,-1806.5422,,482
319,0.0,0.50636566,0.3910018,-0.42835435,-0.37937343,18.773592,0.57125056,-1806.4047,,481
320,0.0,-0.3343928,0.38818553,-0.20970505,0.5421464,18.733078,0.7189814,-1805.3163,,480
321,0.0,0.033231657,0.12559877,0.034596894,-0.20990066,18.599464,3.0235853,-1804.7957,-2345.3108,479
322,0.0,0.011703367,0.38495845,-0.49759552,-0.26331174,18.686691,1.6371261,-1804.7938,,478
323,0.0,-0.72321224,0.33449787,0.22895995,-0.26096356,17.966993,3.8769143,-1803.5791,,477
324,0.0,-0.5480237,0.76740175,0.14675775,-0.13770445,18.655739,0.93518555,-1803.3502,-2345.3108,476
325,0.0,-0.7555448,0.3803522,-0.2181178,0.15534277,18.620552,1.164485,-1802.5209,,475
326,0.0,0.60860735,0.2181584,0.75831145,0.34493777,18.355577,-8.002506,-1802.4746,-1849.7368,474
327,0.0,-0.50173825,0.3725123,0.3968363,-0.16904943,18.508188,-1.0935233,-1802.1262,,473
328,0.0,1.1436394,0.37250784,-0.2200592,-0.3658601,18.508125,-2.6508455,-1802.0963,,472
329,0.0,-0.3931208,-0.04750031,0.8587874,-0.18503515,17.002111,-7.5623612,-1799.6128,-1925.3232,471
330,0.0,-0.34059244,0.37889102,-0.0071730115,-0.59467053,9.5936575,5.836223,-1799.5914,-1817.8109,470
331,0.0,0.8314052,0.3498487,-0.36162716,-0.04497155,18.184805,-4.984275,-1799.4733,,469
332,0.0,0.28372732,0.36050817,-0.16270651,0.08776503,18.336636,-2.7614498,-1799.2776,,468
333,0.0,-0.42619237,0.24989383,-0.016349928,-0.47475466,16.78491,-1.4808594,-1799.1929,,467
334,0.0,-0.672099,0.12393807,-0.7899931,0.62091255,13.343297,4.033854,-1797.4503,-1817.8109,466
335,0.0,-0.18006596,-0.010898163,-0.78494895,0.25937957,13.353418,4.0573106,-1796.7444,,465
336,0.0,-0.08438855,0.47209594,0.021316696,0.914195,16.221415,-12.416465,-1796.0466,-1849.7368,464
337,0.0,-0.9499637,0.34059745,0.6769366,-0.37858418,18.306904,1.7123548,-1795.2988,-1849.7368,463
338,0.0,1.3887563,0.3415535,-0.6293452,-0.45837975,18.06698,5.6582756,-1794.127,,462
339,0.0,-0.042946327,0.3538831,0.049629737,0.5643179,18.242212,-0.9478446,-1793.5673,,461
340,0.0,0.01651564,0.35472813,0.3782721,0.05304908,18.254246,0.18528661,-1793.2897,,460
341,0.0,0.35568458,0.22296718,-0.052043412,-0.6950879,17.963026,3.6735618,-1793.056,-1991.5657,459
342,0.0,0.54007155,0.09656146,-0.5546602,-0.23876084,14.726475,-7.159913,-1792.8986,,458
343,0.0,0.17552313,0.12971868,-0.10403299,-0.66842675,15.162004,-3.9495363,-1792.6663,,457
344,0.0,-0.2928424,0.25843838,-0.06164859,-0.43462968,16.902851,4.0975327,-1792.364,,456
345,0.0,0.24540915,0.34079373,0.050729554,0.6468903,18.056206,-3.8513193,-1791.3271,,455
346,0.0,0.46637586,0.0070552104,-0.1655391,-0.23986398,17.14473,7.215321,-1790.6627,-1849.7368,454
347,0.0,-0.7421355,0.21412691,-0.7073021,0.85993326,16.294813,-3.6908317,-1790.661,,453
348,0.0,-0.9662223,0.34620288,0.118732855,-0.1718254,18.132988,0.90019757,-1790.085,,452
349,0.0,0.20985763,0.020972932,-0.04232483,-0.5678251,13.754382,-5.3452,-1788.344,,451
350,0.0,1.0402826,0.69370896,-0.08069661,-0.10631143,17.999376,4.4432163,-1787.8944,-1882.4314,500
351,0.0,-0.08274363,-0.3883004,-0.15168443,-0.2226416,9.044749,2.682798,-1787.3126,,499
352,0.0,-0.27820957,-0.24812083,-0.13664171,0.6422275,17.999504,1.0667131,-1786.557,-1925.3232,498
353,0.0,-0.08530242,0.33151403,-0.113243446,0.72354203,17.924774,3.737814,-1786.217,,497
354,0.0,-0.67763215,0.3244816,-0.5798531,0.4886008,17.825418,2.3145165,-1786.1368,,496
355,0.0,0.24460489,0.2809389,-0.65105927,-0.16395928,17.215006,-2.5519652,-1785.265,,495
356,0.0,0.019051023,0.03307679,-0.03696507,0.87457126,17.823898,-2.6732173,-1784.8322,-1817.8109,494
357,0.0,-0.39169678,0.28444257,-0.18686783,0.706891,17.263815,-5.5193076,-1784.0994,,493
358,0.0,-0.04270408,-0.019545168,0.1032153,-0.17122631,17.847044,1.4868107,-1782.7943,-1788.344,492
359,0.0,-0.674923,0.20245789,0.56080693,-0.5944337,16.136192,-2.5832455,-1782.4001,,491
360,0.0,-0.58775324,0.29687467,0.050279837,0.4915253,17.579174,-2.5809357,-1781.9197,-2345.3108,490
361,0.0,-0.23975278,0.3214097,-0.6791178,0.4866357,17.782084,0.19221403,-1781.4688,,489
362,0.0,0.51594335,0.2720415,-0.34504077,-0.2845379,17.091301,-4.63193,-1781.1921,,488
363,0.0,-0.50341797,0.025590342,0.2593421,-0.54530984,12.618807,3.4929845,-1779.6465,-2345.3108,487
364,0.0,0.48772725,0.26224574,-0.18297128,0.3082125,16.955513,-8.433885,-1779.3384,,486
365,0.0,-0.015522924,0.4986313,-0.038863927,0.4886514,17.406515,-5.3564806,-1779.3074,-1882.4314,485
366,0.0,-0.4681757,0.31625018,-0.32872885,-0.41056892,17.70939,0.96941215,-1778.9875,,484
367,0.0,-0.26976705,0.6411308,0.05983324,0.18260965,17.550991,-1.6799923,-1776.8381,-1925.3232,483
368,0.0,0.79630566,0.30580935,0.75642383,0.424988,17.562645,3.1964953,-1775.3811,,482
369,0.0,0.40022662,0.20924573,-0.2988151,-0.060405202,17.488554,-1.1813593,-1775.3805,-1788.344,481
370,0.0,-0.6322232,-0.22711356,0.25970596,0.34675464,10.781718,8.882755,-1774.6163,,480
371,0.0,1.4358519,0.2852146,-0.21429247,0.0537463,17.274578,8.445999,-1774.5708,,479
372,0.0,0.4690488,0.10104562,-0.44795218,-0.43831277,17.536043,0.66502655,-1774.5,-1849.7368,478
373,0.0,-0.39878088,0.29484835,-0.34907922,0.61489403,17.409096,-1.4200913,-1774.3005,,477
374,0.0,-0.15777895,0.17083246,-0.11702842,-0.51294667,15.709526,3.8431017,-1774.0214,,476
375,0.0,-0.13011362,0.427244,0.09297476,-0.38942224,17.161821,4.4145756,-1773.4669,-1991.5657,475
376,0.0,0.5682871,0.15641725,0.93600184,0.4079793,17.468767,4.228585,-1773.4229,-1817.8109,474
377,0.0,0.31114712,0.0098466,0.25835788,0.09743837,17.48697,1.4499795,-1773.0605,-1849.7368,473
378,0.0,-0.52645814,0.31509852,-0.24694969,0.57457995,17.294401,-1.7305893,-1772.5604,-1788.344,472
379,0.0,0.13571697,0.37257174,-0.6603912,-0.13136859,14.85165,-5.064117,-1772.0464,-1925.3232,471
380,0.0,-0.41477308,0.08219539,-0.3035743,-0.08832103,14.539475,3.4382493,-1771.6704,,470
381,0.0,-0.7405803,0.26014787,-0.515415,0.40130162,16.834137,2.8084784,-1771.6157,-1817.8109,469
382,0.0,0.62103766,0.35868973,-0.19671407,-0.66265744,15.80693,-6.7855477,-1771.023,-1925.3232,468
383,0.0,0.66464514,0.26284143,0.5706977,0.116626926,16.963758,-8.754786,-1770.2872,,467
384,0.0,0.123409376,0.2892251,0.24236898,0.31919408,17.330528,-1.5718169,-1770.1287,,466
385,0.0,-0.2883131,0.28762022,-0.6561789,-0.0008876999,17.308128,0.46961462,-1770.0321,,465
386,0.0,-1.0812086,0.13595797,0.30511582,-0.20532957,17.337284,1.0879501,-1769.2218,-1849.7368,464
387,0.0,0.13492924,0.7562241,-0.20548941,0.31937456,17.247356,-0.062492695,-1766.758,-1849.7368,463
388,0.0,-0.3411706,-0.052434925,0.122961104,0.082574606,12.873235,8.986742,-1766.4908,-2345.3108,462
389,0.0,0.19858877,0.2541764,0.4638496,0.046642102,17.1451,4.3285,-1766.0586,-2345.3108,461
390,0.0,0.16212015,0.28076887,0.46211052,0.23300603,17.212637,1.7128305,-1765.6781,,460
391,0.0,1.1265758,0.52941257,0.21597646,-0.065400645,17.214216,0.67357534,-1765.6432,-2345.3108,459
392,0.0,0.36609733,0.27856174,0.32543486,-0.27148852,17.181921,-0.5194892,-1765.3899,,458
393,0.0,-0.36749318,-0.028401067,0.10551,0.53916997,17.180801,0.064897016,-1765.1752,-2345.3108,457
394,0.0,-0.0033085784,-0.38600472,-0.18783207,-0.059763193,14.6132555,4.040204,-1764.6384,-1817.8109,456
395,0.0,0.008395174,-0.48775852,0.10606932,-0.23091248,2.591431,-1.0056194,-1761.8293,-1991.5657,455
396,0.0,1.107591,0.25677714,-0.105360396,0.17383255,16.879894,7.0555763,-1761.649,,454
397,0.0,0.72361887,0.26713377,0.6389566,0.529002,17.023218,4.7431474,-1761.5632,,453
398,0.0,-0.34731066,-0.3141184,0.17739394,0.0701574,8.288158,6.829984,-1760.3552,-1991.5657,452
399,0.0,0.43397605,0.2668467,0.5618364,0.10511866,17.019238,0.5200394,-1760.3234,,451
400,0.0,-0.07684995,0.009640538,0.9873612,-0.06374481,16.961374,-0.7108804,-1759.8477,-1849.7368,500
401,0.0,0.86238384,0.2651682,0.07907881,-0.103765,16.99598,0.07790324,-1759.8055,,499
402,0.0,-1.0018226,0.2133461,-0.00032413777,0.036974397,16.28418,-0.18936816,-1759.7861,,498
403,0.0,0.19528271,-0.039191857,-0.45862666,-0.31560767,13.002013,-2.671951,-1759.3773,,497
404,0.0,-0.020284768,-0.11469492,-0.10943485,0.2268951,12.085761,10.780045,-1759.079,,496
405,0.0,0.16588396,-0.6169852,-0.45479804,0.5724583,16.776287,-0.5548125,-1758.0895,-1760.3234,495
406,0.0,-0.42350364,-0.3308759,0.29716733,0.5210259,16.862143,-0.3358306,-1757.3448,-1925.3232,494
407,0.0,0.60044295,0.4110092,0.20595233,0.31542003,16.842388,-1.961877,-1756.534,-1788.344,493
408,0.0,0.029430864,0.20675173,-0.10923314,0.24495126,16.194489,-5.3874693,-1756.4551,,492
409,0.0,-0.56102604,0.81697387,-0.3163548,0.39842802,16.869896,1.7268176,-1756.4014,-1882.4314,491
410,0.0,-0.7851681,0.23430867,-0.020662246,-0.086206965,16.570631,2.08481,-1756.2769,,490
411,0.0,-0.06673722,-0.24712157,0.15800202,-0.34713104,7.0030346,-3.6383145,-1755.8153,-1991.5657,489
412,0.0,0.15174703,0.017718036,0.69906276,-0.035788205,16.600794,-4.0080233,-1755.0403,-1882.4314,488
413,0.0,0.5279397,-0.13354905,0.08728754,0.6154839,16.783934,-1.455153,-1754.9197,-1817.8109,487
414,0.0,-0.7518483,0.23596595,0.52310896,-0.09648626,16.593365,3.4885213,-1754.8412,,486
415,0.0,-0.33795747,0.2317544,0.4859537,-0.30209613,16.535622,4.227187,-1754.4866,,485
416,0.0,-0.6645302,-0.11296859,0.6695415,-0.027668491,12.106354,9.35466,-1752.1013,,484
417,0.0,0.14172818,0.23409122,-0.26966134,0.14236447,16.56765,3.802033,-1751.9872,,483
418,0.0,-0.57179993,0.26562214,0.5323596,-0.6523708,16.457031,-0.6782,-1751.9625,-1991.5657,482
419,0.0,-0.7778985,0.1945608,0.27803004,0.21252902,12.850816,9.364619,-1751.8864,-1882.4314,481
420,0.0,1.1116049,-0.1810245,-0.50345856,-0.05994819,11.3074255,14.608688,-1751.237,,480
421,0.0,0.42402893,0.24050401,-0.12608582,-0.71940917,16.655678,0.4690407,-1750.5146,,479
422,0.0,0.3264451,0.24013276,-0.33495283,0.36931175,16.650576,0.09996933,-1750.2883,,478
423,0.0,0.33514228,0.23456727,-0.045206062,-0.07169703,16.574179,3.2977707,-1750.001,,477
424,0.0,-0.49660784,0.13950767,-0.47287685,0.15027916,15.291623,-1.028411,-1749.8613,,476
425,0.0,-0.030189885,0.32084194,0.6469359,-0.040904127,16.640738,1.0207384,-1749.7418,-2345.3108,475
426,0.0,-0.10656509,0.16643791,0.28874466,-0.037414707,15.650615,8.165097,-1749.674,,474
427,0.0,0.2631413,-0.1648971,0.60657007,0.41144526,16.517157,-3.1558807,-1749.6188,-1925.3232,473
428,0.0,-0.30521935,0.22567743,0.29295355,0.48127684,16.452442,-2.846413,-1749.1099,,472
429,0.0,0.15071605,-0.33525103,0.030157493,-0.0978615,16.19289,3.7543888,-1749.0308,-1788.344,471
430,0.0,1.1381189,0.19740202,-0.8925819,-0.6020303,16.067665,4.3832555,-1747.8865,,470
431,0.0,-0.6157069,0.14675741,0.089367405,0.056979533,16.25834,3.126735,-1747.597,-2345.3108,469
432,0.0,0.3751076,0.21576262,-0.38042817,0.36587813,16.317097,-3.3604393,-1747.3663,,468
433,0.0,0.21580876,-0.018411739,-0.008715791,0.33590993,16.227242,-3.9295251,-1747.3007,-1760.3234,467
434,0.0,0.03842318,0.21097483,0.5782017,0.13605724,16.251905,7.0251927,-1747.1327,,466
435,0.0,0.8226851,0.06532258,-0.52827233,-0.013394081,15.701883,-5.758831,-1746.5321,-1882.4314,465
436,0.0,0.3718054,0.43962252,0.12386953,0.16911958,16.462578,2.6459668,-1745.2267,-1817.8109,464
437,0.0,0.22635277,0.35880557,-0.5534565,-0.42351195,16.234835,-0.66992235,-1744.79,-1817.8109,463
438,0.0,0.26207003,0.06512166,0.30079484,-0.2936271,15.526578,-6.0657372,-1744.5508,-2345.3108,462
439,0.0,0.48202243,0.46738246,0.8478309,0.36951357,15.931364,13.264357,-1743.9977,-1760.3234,461
440,0.0,0.3213433,0.41810536,0.8698141,-0.22382648,16.391829,-1.0508908,-1743.5452,-2345.3108,460
441,0.0,0.054788906,0.22176918,0.05518872,-0.21614265,16.399036,0.30141988,-1743.2214,,459
442,0.0,0.5796041,0.20629719,-0.68503934,-0.3712198,16.188314,2.7683403,-1742.0116,,458
443,0.0,-0.20009679,0.4128762,-0.17240466,0.38638633,16.04457,5.5400043,-1741.9181,-1925.3232,457
444,0.0,-0.48126465,-0.48096436,-0.064089336,0.50173026,8.120517,-3.5503268,-1741.2101,,456
445,0.0,0.12760687,0.11083803,-0.48310602,0.18485083,14.913334,-4.9613605,-1740.6827,,455
446,0.0,0.14275634,-0.8171018,0.049000382,0.12564696,8.0540085,5.793814,-1739.4677,-1991.5657,454
447,0.0,0.10330795,0.2247365,-0.25005692,0.013548312,16.224741,-0.13503006,-1738.831,-1817.8109,453
448,0.0,-0.28939724,0.19032067,0.17356013,-0.377237,15.97189,-1.0413451,-1738.343,,452
449,0.0,-0.15741982,0.28104168,-0.0021129712,-0.014590121,15.815305,4.9943895,-1738.1079,-1817.8109,451
450,0.0,-0.7537846,0.030921726,0.10559432,-0.12606144,13.88064,3.0035715,-1737.9769,,500
451,0.0,-0.46095556,-0.22922882,-0.5366407,0.6585984,10.757894,-3.201927,-1737.6748,,499
452,0.0,-0.4034724,0.036735784,-0.10358535,-0.13625735,13.954666,4.023954,-1737.5621,,498
453,0.0,-0.51159745,0.20208672,-0.021335023,0.1751326,16.13116,0.107272215,-1736.1661,,497
454,0.0,0.48603374,0.18843605,-0.3542068,-0.41062355,15.946438,3.3699503,-1735.9686,,496
455,0.0,0.19891891,-0.30457368,-0.28616014,0.3052345,16.10171,2.1640353,-1735.7673,-1788.344,495
456,0.0,0.08795798,0.065015376,-0.014589479,0.5916534,16.137278,2.1228173,-1735.7164,-1991.5657,494
457,0.0,0.2710289,-0.24301843,0.54987353,0.66581774,16.102343,-0.8523887,-1734.9576,-1788.344,493
458,0.0,0.5455324,-0.13513894,0.510193,0.4708234,15.703715,9.417519,-1734.5372,-1817.8109,492
459,0.0,0.40216985,0.100898005,-0.7075919,-0.3302643,14.783125,-1.8637096,-1734.0397,,491
460,0.0,0.43919963,0.19629884,-0.16460803,-0.44482237,16.05273,1.8863367,-1733.5452,,490
461,0.0,0.0916887,-0.06635939,0.2563279,-0.3105114,15.819044,3.747934,-1733.48,-1925.3232,489
462,0.0,-0.3306622,0.47791222,-0.094683185,-0.4807598,14.743534,-2.4354663,-1731.5768,-1817.8109,488
463,0.0,0.12878637,0.18235889,0.38571447,0.25702763,15.864485,3.2269332,-1728.5602,,487
464,0.0,-0.53467107,0.7395871,-0.13878615,-0.025371239,4.5440817,8.468541,-1727.7319,-1788.344,486
465,0.0,-0.46413454,-0.02032899,0.56605643,-0.2314083,7.2033834,8.690647,-1727.665,-1738.1079,485
466,0.0,0.12656082,0.07853374,-0.60257953,0.10698033,15.11748,-2.3524613,-1727.5018,-1817.8109,484
467,0.0,0.3617985,-0.0010259445,-0.09940669,-0.31743103,15.712597,-0.87108463,-1726.5396,-1849.7368,483
468,0.0,-0.36898178,0.14893569,0.32521462,0.03740738,15.4169035,-3.027592,-1726.2454,,482
469,0.0,1.3194436,0.1843342,-0.75571156,-0.612259,15.717561,-0.83888984,-1725.5294,-1849.7368,481
470,0.0,0.39413536,0.42301944,-0.3776189,0.053601213,15.658805,4.1209207,-1725.4111,-1925.3232,480
471,0.0,0.7477392,0.13988906,-0.853601,-0.43843618,15.296682,3.2225704,-1724.0449,,479
472,0.0,-0.03642765,0.15117194,0.21429904,-0.65245163,15.446683,-1.0110265,-1723.4274,,478
473,0.0,-0.76090854,0.16968116,-0.4368929,0.27849028,14.116187,2.6504,-1723.3074,-1849.7368,477
474,0.0,0.16658366,0.16821699,0.111925274,-0.4718742,15.674452,-0.15572822,-1723.0216,,476
475,0.0,0.5581815,0.32689708,0.4799145,0.22767518,15.682037,1.9530472,-1722.0426,-1849.7368,475
476,0.0,0.14128064,0.1216088,0.599662,0.46801966,15.667176,1.4811499,-1721.5099,-2345.3108,474
477,0.0,0.056549847,0.16011861,0.7991258,0.19897781,15.566059,4.5996118,-1721.171,,473
478,0.0,0.18996863,0.14912726,0.6485185,0.26083758,15.419454,-4.8912,-1720.8922,,472
479,0.0,-0.6675953,-0.07685861,0.055498768,0.21415718,12.54096,-3.345123,-1719.4414,,471
480,0.0,0.89643574,0.15012534,0.53755045,0.6454323,15.432743,7.7261624,-1718.8434,,470
481,0.0,0.34506685,0.10911785,-0.7864699,-0.024638958,14.7750225,4.0795307,-1718.5155,-1882.4314,469
482,0.0,0.13341817,0.09051006,-0.42344794,0.54369557,14.647579,-5.773064,-1718.2281,,468
483,0.0,-0.48018175,-0.5738528,-0.34743714,0.87788457,10.693373,5.318447,-1718.1497,-1925.3232,467
484,0.0,-0.21080784,0.14675818,0.15659226,0.4442789,15.387931,4.3402853,-1717.7725,,466
485,0.0,0.2298349,0.15252252,-0.42353484,0.2423216,15.464678,-0.436836,-1716.7719,,465
486,0.0,0.2552638,-0.52558947,0.1042145,-0.11211,15.508905,0.8203764,-1716.7665,-1882.4314,464
487,0.0,-0.5329012,0.1373907,0.0829063,0.39609286,15.263554,-1.9387048,-1716.7307,,463
488,0.0,1.0708526,0.15398103,-0.088586524,0.25794378,15.484123,2.2681062,-1716.2385,,462
489,0.0,0.3868893,-0.2682211,0.23273358,0.15216969,15.136609,-3.8627815,-1716.067,-1925.3232,461
490,0.0,0.6019161,0.38784105,0.056069523,0.12212927,15.289224,-4.282011,-1716.0127,-1991.5657,460
491,0.0,0.9290341,-0.055630475,-0.25324252,0.16516432,15.47949,0.2647506,-1715.9827,-1849.7368,459
492,0.0,-0.1641201,0.15328802,-0.35597312,0.6656837,15.474883,0.8211448,-1715.6943,,458
